"D001172","genus","561","96","3.5702159375","0.50346","11.0338040682039"
"D001172","genus","816","96","36.0709522916667","38.0704","21.3969406370122"
"D001172","genus","838","96","12.5125333333333","0.236785","23.2775182814329"
"D001172","genus","216851","96","10.7020169791667","9.200115","9.01712193993523"
"D001172","genus","239759","96","5.24160302083333","3.315495","6.16948942982124"
"D001172","genus","292632","96","1.7248459375","0.827045","2.47120898692952"
"D001172","genus","572511","96","1.14336104166667","0.6262","1.41694334755485"
"D001172","species","818","96","2.25720083333333","0.607045","5.28851503146696"
"D001172","species","821","96","2.72496333333333","1.187875","4.55355627744217"
"D001172","species","853","96","10.7020169791667","9.200115","9.01712193993523"
"D001172","species","165179","96","10.4865222916667","0.152665","21.3151825425933"
"D001172","genus","841","95","3.73133157894737","1.79502","4.89927777043921"
"D001172","genus","1678","95","4.30352","0.80631","10.8771095009726"
"D001172","genus","1730","95","4.97626115789474","2.94081","5.5625885406811"
"D001172","genus","375288","95","2.30472252631579","1.50446","2.48052804860688"
"D001172","species","820","95","3.42626957894737","0.43258","7.645016970395"
"D001172","species","28116","95","2.30213084210526","0.53343","5.17674345928339"
"D001172","species","28117","95","3.33888305263158","1.69963","4.25216593702427"
"D001172","species","46506","95","5.61788494736842","1.1726","9.11905686631478"
"D001172","species","310297","94","4.74942712765957","0.22257","9.27071542875779"
"D001172","species","357276","94","2.30421223404255","0.3523","6.74547700265111"
"D001172","species","39485","93","2.50793387096774","0.5838","3.99255965691593"
"D001172","species","823","92","0.590265760869565","0.12209","1.13569075316606"
"D001172","species","33039","92","0.429594565217391","0.19973","0.697409880293202"
"D001172","species","40520","91","0.156788901098901","0.11404","0.135211170753591"
"D001172","species","562","90","2.66733855555556","0.36976","8.99917071024963"
"D001172","species","39491","90","2.02768511111111","0.33028","2.97864037591177"
"D001172","species","204516","89","2.09616202247191","0.06113","4.05362701699444"
"D001172","species","216816","89","2.95083134831461","0.38276","9.20395897188297"
"D001172","species","371601","89","0.30278191011236","0.08709","0.560250577472982"
"D001172","genus","1263","88","2.43372397727273","1.10631","4.00661389641934"
"D001172","genus","189330","88","0.279457727272727","0.16391","0.309446327608904"
"D001172","genus","459786","88","0.812439090909091","0.355585","1.24979186808636"
"D001172","species","47678","88","1.51856863636364","0.4491","2.26893828699437"
"D001172","species","360807","88","1.93342863636364","0.62735","2.83788445660689"
"D001172","species","310298","87","3.25558609195402","0.04369","7.55474143299523"
"D001172","species","33038","85","0.656687058823529","0.13677","1.19284764726785"
"D001172","genus","1301","83","0.407726385542169","0.0684","1.56671073373764"
"D001172","genus","1485","83","0.707662530120482","0.15272","1.35339158801576"
"D001172","genus","29465","83","0.438004698795181","0.04005","1.35479003956363"
"D001172","species","817","82","1.33914268292683","0.142075","4.29346071545648"
"D001172","species","1304","80","0.300131","0.056695","1.23151341271223"
"D001172","species","46503","80","0.911272625","0.598175","0.993170509696596"
"D001172","species","328813","79","0.961882405063291","0.1295","1.95663166887882"
"D001172","species","328814","79","0.81952","0.25572","1.28849859800029"
"D001172","genus","35832","78","0.660883461538462","0.46695","0.913279703975215"
"D001172","species","40518","77","1.86407896103896","0.30576","3.88548556869313"
"D001172","species","39488","75","0.215487866666667","0.12744","0.277195283584215"
"D001172","species","88431","75","0.1288024","0.06067","0.177489681990478"
"D001172","species","166486","74","1.54138945945946","0.40365","3.52364565486228"
"D001172","species","658089","74","0.0986254054054054","0.03646","0.197735578780317"
"D001172","genus","946234","73","0.0913441095890411","0.03138","0.155618712071414"
"D001172","species","292800","73","0.0913441095890411","0.03138","0.155618712071414"
"D001172","genus","158846","71","1.97584042253521","0.06232","3.73949334323494"
"D001172","species","39486","71","0.194661267605634","0.11065","0.221668177044168"
"D001172","genus","102106","69","0.398386376811594","0.2458","0.476606390027054"
"D001172","genus","33042","67","0.633427910447761","0.2542","1.01405473965799"
"D001172","species","28026","67","0.515016119402985","0.18229","0.87943194478708"
"D001172","species","208479","67","0.236519552238806","0.0258","0.481420098774804"
"D001172","species","28111","66","2.07798424242424","0.04932","4.89036618519374"
"D001172","genus","724","64","0.19034390625","0.05291","0.296330016396977"
"D001172","genus","84111","64","0.14515875","0.05247","0.277258663474072"
"D001172","genus","207244","64","0.0348671875","0.01451","0.0703640810801221"
"D001172","species","729","64","0.189113125","0.05291","0.295323658945464"
"D001172","species","74426","64","0.36758953125","0.187305","0.477554202277056"
"D001172","species","301301","64","0.86910734375","0.2083","2.21460067070057"
"D001172","species","338188","64","1.019080625","0.14144","1.79052966800673"
"D001172","species","674529","64","0.2153953125","0.005685","1.27699542122331"
"D001172","genus","397864","63","0.773306825396825","0.2354","1.19318948158993"
"D001172","species","487174","63","0.773306825396825","0.2354","1.19318948158993"
"D001172","species","658087","63","0.0348492063492064","0.01291","0.056128987689405"
"D001172","genus","577309","62","1.15044032258065","0.31361","1.61948611712397"
"D001172","species","410072","62","0.238431935483871","0.130855","0.334619375497725"
"D001172","species","1118061","62","0.684781451612903","0.39994","1.02637440632556"
"D001172","species","29466","60","0.185214333333333","0.023345","0.567933441318034"
"D001172","species","246787","59","1.44789525423729","0.10368","3.94143815662128"
"D001172","genus","61170","58","0.0618818965517241","0.023955","0.130978921679827"
"D001172","species","35833","58","0.0552925862068966","0.024345","0.107910407633603"
"D001172","species","649756","58","0.022166724137931","0.011665","0.0275264918258458"
"D001172","species","214856","57","0.210865263157895","0.07739","0.376825200079111"
